timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1556035930824,14,Home,200,,Thread-Gruppe 1-2,text,true,,8822,147,2,2,http://localhost:30080/tools.descartes.teastore.webui/,14,0,1
1556035930797,41,Home,200,,Thread-Gruppe 1-1,text,true,,8822,147,2,2,http://localhost:30080/tools.descartes.teastore.webui/,41,0,23
1556035930846,25,Login,200,,Thread-Gruppe 1-2,text,true,,10104,1020,2,2,http://localhost:30080/tools.descartes.teastore.webui/,14,0,0
1556035930846,14,Login-0,302,,Thread-Gruppe 1-2,,true,,755,275,2,2,http://localhost:30080/tools.descartes.teastore.webui/loginAction,14,0,0
1556035930865,6,Login-1,200,,Thread-Gruppe 1-2,text,true,,9349,745,2,2,http://localhost:30080/tools.descartes.teastore.webui/,6,0,0
1556035930846,25,Login,200,,Thread-Gruppe 1-1,text,true,,10104,1020,2,2,http://localhost:30080/tools.descartes.teastore.webui/,16,0,0
1556035930846,16,Login-0,302,,Thread-Gruppe 1-1,,true,,755,275,2,2,http://localhost:30080/tools.descartes.teastore.webui/loginAction,16,0,0
1556035930865,6,Login-1,200,,Thread-Gruppe 1-1,text,true,,9349,745,2,2,http://localhost:30080/tools.descartes.teastore.webui/,6,0,0
1556035930873,12,List Products,200,,Thread-Gruppe 1-1,text,true,,97616,771,2,2,http://localhost:30080/tools.descartes.teastore.webui/category?category=3&page=1,11,0,0
1556035930873,14,List Products,200,,Thread-Gruppe 1-2,text,true,,105599,771,2,2,http://localhost:30080/tools.descartes.teastore.webui/category?category=6&page=1,13,0,0
1556035930924,36,Home,200,,Thread-Gruppe 1-3,text,true,,8822,147,3,3,http://localhost:30080/tools.descartes.teastore.webui/,35,0,1
1556035930898,69,Look at Product,200,,Thread-Gruppe 1-1,text,true,,94743,758,3,3,http://localhost:30080/tools.descartes.teastore.webui/product?id=20,68,0,0
1556035930898,77,Look at Product,200,,Thread-Gruppe 1-2,text,true,,108702,759,3,3,http://localhost:30080/tools.descartes.teastore.webui/product?id=241,77,0,0
1556035930961,19,Login,200,,Thread-Gruppe 1-3,text,true,,10103,1019,3,3,http://localhost:30080/tools.descartes.teastore.webui/,13,0,0
1556035930961,13,Login-0,302,,Thread-Gruppe 1-3,,true,,754,275,3,3,http://localhost:30080/tools.descartes.teastore.webui/loginAction,13,0,0
1556035930975,5,Login-1,200,,Thread-Gruppe 1-3,text,true,,9349,744,3,3,http://localhost:30080/tools.descartes.teastore.webui/,5,0,0
1556035930967,24,Add Product to Cart,200,,Thread-Gruppe 1-1,text,true,,27011,1737,3,3,http://localhost:30080/tools.descartes.teastore.webui/cart,6,0,0
1556035930967,6,Add Product to Cart-0,302,,Thread-Gruppe 1-1,,true,,884,863,3,3,http://localhost:30080/tools.descartes.teastore.webui/cartAction,6,0,0
1556035930973,18,Add Product to Cart-1,200,,Thread-Gruppe 1-1,text,true,,26127,874,3,3,http://localhost:30080/tools.descartes.teastore.webui/cart,18,0,0
1556035930981,11,List Products,200,,Thread-Gruppe 1-3,text,true,,100621,770,3,3,http://localhost:30080/tools.descartes.teastore.webui/category?category=2&page=1,10,0,0
1556035930976,23,Add Product to Cart,200,,Thread-Gruppe 1-2,text,true,,28915,1739,3,3,http://localhost:30080/tools.descartes.teastore.webui/cart,5,0,0
1556035930976,5,Add Product to Cart-0,302,,Thread-Gruppe 1-2,,true,,885,864,3,3,http://localhost:30080/tools.descartes.teastore.webui/cartAction,5,0,0
1556035930981,18,Add Product to Cart-1,200,,Thread-Gruppe 1-2,text,true,,28030,875,3,3,http://localhost:30080/tools.descartes.teastore.webui/cart,18,0,0
1556035930993,12,List Products with different page,200,,Thread-Gruppe 1-1,text,true,,97636,896,3,3,http://localhost:30080/tools.descartes.teastore.webui/category?category=3&page=1,11,0,0
1556035930994,21,Look at Product,200,,Thread-Gruppe 1-3,text,true,,86980,758,3,3,http://localhost:30080/tools.descartes.teastore.webui/product?id=232,21,0,0
1556035931021,5,Home,200,,Thread-Gruppe 1-4,text,true,,8822,147,4,4,http://localhost:30080/tools.descartes.teastore.webui/,5,0,1
1556035931000,19,List Products with different page,200,,Thread-Gruppe 1-2,text,true,,109361,897,3,3,http://localhost:30080/tools.descartes.teastore.webui/category?category=6&page=5,17,0,0
1556035931008,24,Add Product 2 to Cart,200,,Thread-Gruppe 1-1,text,true,,27695,1979,4,4,http://localhost:30080/tools.descartes.teastore.webui/cart,4,0,0
1556035931008,4,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-1,,true,,1001,988,4,4,http://localhost:30080/tools.descartes.teastore.webui/cartAction,4,0,0
1556035931012,20,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-1,text,true,,26694,991,4,4,http://localhost:30080/tools.descartes.teastore.webui/cart,20,0,0
1556035931033,10,Logout,200,,Thread-Gruppe 1-1,text,true,,10479,1824,4,4,http://localhost:30080/tools.descartes.teastore.webui/,3,0,0
1556035931033,3,Logout-0,302,,Thread-Gruppe 1-1,,true,,1344,1089,4,4,http://localhost:30080/tools.descartes.teastore.webui/loginAction,3,0,0
1556035931036,7,Logout-1,200,,Thread-Gruppe 1-1,text,true,,9135,735,4,4,http://localhost:30080/tools.descartes.teastore.webui/,7,0,0
1556035931027,20,Login,200,,Thread-Gruppe 1-4,text,true,,10103,1019,4,4,http://localhost:30080/tools.descartes.teastore.webui/,15,0,0
1556035931027,15,Login-0,302,,Thread-Gruppe 1-4,,true,,754,275,4,4,http://localhost:30080/tools.descartes.teastore.webui/loginAction,15,0,0
1556035931043,4,Login-1,200,,Thread-Gruppe 1-4,text,true,,9349,744,4,4,http://localhost:30080/tools.descartes.teastore.webui/,4,0,0
1556035931017,33,Add Product to Cart,200,,Thread-Gruppe 1-3,text,true,,25259,1737,4,4,http://localhost:30080/tools.descartes.teastore.webui/cart,4,0,0
1556035931017,4,Add Product to Cart-0,302,,Thread-Gruppe 1-3,,true,,884,863,4,4,http://localhost:30080/tools.descartes.teastore.webui/cartAction,4,0,0
1556035931022,28,Add Product to Cart-1,200,,Thread-Gruppe 1-3,text,true,,24375,874,4,4,http://localhost:30080/tools.descartes.teastore.webui/cart,28,0,0
1556035931051,6,Home,200,,Thread-Gruppe 1-1,text,true,,8822,147,4,4,http://localhost:30080/tools.descartes.teastore.webui/,6,0,1
1556035931027,33,Add Product 2 to Cart,200,,Thread-Gruppe 1-2,text,true,,29616,1984,4,4,http://localhost:30080/tools.descartes.teastore.webui/cart,7,0,0
1556035931027,7,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-2,,true,,1004,990,4,4,http://localhost:30080/tools.descartes.teastore.webui/cartAction,7,0,0
1556035931035,25,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-2,text,true,,28612,994,4,4,http://localhost:30080/tools.descartes.teastore.webui/cart,25,0,0
1556035931048,15,List Products,200,,Thread-Gruppe 1-4,text,true,,97616,770,4,4,http://localhost:30080/tools.descartes.teastore.webui/category?category=3&page=1,14,0,0
1556035931051,16,List Products with different page,200,,Thread-Gruppe 1-3,text,true,,96584,896,4,4,http://localhost:30080/tools.descartes.teastore.webui/category?category=2&page=4,15,0,0
1556035931061,13,Logout,200,,Thread-Gruppe 1-2,text,true,,10479,1827,4,4,http://localhost:30080/tools.descartes.teastore.webui/,4,0,0
1556035931061,4,Logout-0,302,,Thread-Gruppe 1-2,,true,,1344,1092,4,4,http://localhost:30080/tools.descartes.teastore.webui/loginAction,4,0,0
1556035931066,8,Logout-1,200,,Thread-Gruppe 1-2,text,true,,9135,735,4,4,http://localhost:30080/tools.descartes.teastore.webui/,8,0,0
1556035931075,5,Home,200,,Thread-Gruppe 1-2,text,true,,8822,147,4,4,http://localhost:30080/tools.descartes.teastore.webui/,5,0,0
1556035931058,24,Login,200,,Thread-Gruppe 1-1,text,true,,10103,1019,4,4,http://localhost:30080/tools.descartes.teastore.webui/,17,0,0
1556035931058,17,Login-0,302,,Thread-Gruppe 1-1,,true,,754,275,4,4,http://localhost:30080/tools.descartes.teastore.webui/loginAction,17,0,0
1556035931076,6,Login-1,200,,Thread-Gruppe 1-1,text,true,,9349,744,4,4,http://localhost:30080/tools.descartes.teastore.webui/,6,0,0
1556035931064,25,Look at Product,200,,Thread-Gruppe 1-4,text,true,,107336,757,4,4,http://localhost:30080/tools.descartes.teastore.webui/product?id=28,24,0,0
1556035931068,26,Add Product 2 to Cart,200,,Thread-Gruppe 1-3,text,true,,25967,1981,4,4,http://localhost:30080/tools.descartes.teastore.webui/cart,5,0,0
1556035931068,5,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-3,,true,,1002,989,4,4,http://localhost:30080/tools.descartes.teastore.webui/cartAction,5,0,0
1556035931074,20,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-3,text,true,,24965,992,4,4,http://localhost:30080/tools.descartes.teastore.webui/cart,20,0,0
1556035931081,18,Login,200,,Thread-Gruppe 1-2,text,true,,10103,1019,4,4,http://localhost:30080/tools.descartes.teastore.webui/,12,0,0
1556035931081,12,Login-0,302,,Thread-Gruppe 1-2,,true,,754,275,4,4,http://localhost:30080/tools.descartes.teastore.webui/loginAction,12,0,0
1556035931093,6,Login-1,200,,Thread-Gruppe 1-2,text,true,,9349,744,4,4,http://localhost:30080/tools.descartes.teastore.webui/,6,0,0
1556035931082,16,List Products,200,,Thread-Gruppe 1-1,text,true,,105599,770,4,4,http://localhost:30080/tools.descartes.teastore.webui/category?category=6&page=1,14,0,0
1556035931095,28,Logout,200,,Thread-Gruppe 1-3,text,true,,10479,1825,5,5,http://localhost:30080/tools.descartes.teastore.webui/,4,0,0
1556035931095,4,Logout-0,302,,Thread-Gruppe 1-3,,true,,1344,1090,5,5,http://localhost:30080/tools.descartes.teastore.webui/loginAction,4,0,0
1556035931100,23,Logout-1,200,,Thread-Gruppe 1-3,text,true,,9135,735,5,5,http://localhost:30080/tools.descartes.teastore.webui/,23,0,0
1556035931117,8,Home,200,,Thread-Gruppe 1-5,text,true,,8822,147,5,5,http://localhost:30080/tools.descartes.teastore.webui/,8,0,1
1556035931124,10,Home,200,,Thread-Gruppe 1-3,text,true,,8822,147,5,5,http://localhost:30080/tools.descartes.teastore.webui/,10,0,1
1556035931100,36,List Products,200,,Thread-Gruppe 1-2,text,true,,105599,770,5,5,http://localhost:30080/tools.descartes.teastore.webui/category?category=6&page=1,35,0,0
1556035931126,25,Login,200,,Thread-Gruppe 1-5,text,true,,10103,1019,5,5,http://localhost:30080/tools.descartes.teastore.webui/,19,0,0
1556035931126,19,Login-0,302,,Thread-Gruppe 1-5,,true,,754,275,5,5,http://localhost:30080/tools.descartes.teastore.webui/loginAction,19,0,0
1556035931146,5,Login-1,200,,Thread-Gruppe 1-5,text,true,,9349,744,5,5,http://localhost:30080/tools.descartes.teastore.webui/,5,0,0
1556035931090,68,Add Product to Cart,200,,Thread-Gruppe 1-4,text,true,,30183,1735,5,5,http://localhost:30080/tools.descartes.teastore.webui/cart,37,0,0
1556035931090,37,Add Product to Cart-0,302,,Thread-Gruppe 1-4,,true,,883,862,5,5,http://localhost:30080/tools.descartes.teastore.webui/cartAction,37,0,0
1556035931127,31,Add Product to Cart-1,200,,Thread-Gruppe 1-4,text,true,,29300,873,5,5,http://localhost:30080/tools.descartes.teastore.webui/cart,31,0,0
1556035931100,65,Look at Product,200,,Thread-Gruppe 1-1,text,true,,100129,716,5,5,http://localhost:30080/tools.descartes.teastore.webui/product?id=235,64,0,0
1556035931152,15,List Products,200,,Thread-Gruppe 1-5,text,true,,100621,770,5,5,http://localhost:30080/tools.descartes.teastore.webui/category?category=2&page=1,13,0,0
1556035931135,38,Login,200,,Thread-Gruppe 1-3,text,true,,10104,1020,5,5,http://localhost:30080/tools.descartes.teastore.webui/,32,0,0
1556035931135,32,Login-0,302,,Thread-Gruppe 1-3,,true,,755,275,5,5,http://localhost:30080/tools.descartes.teastore.webui/loginAction,32,0,0
1556035931168,5,Login-1,200,,Thread-Gruppe 1-3,text,true,,9349,745,5,5,http://localhost:30080/tools.descartes.teastore.webui/,5,0,0
1556035931137,39,Look at Product,200,,Thread-Gruppe 1-2,text,true,,106447,758,5,5,http://localhost:30080/tools.descartes.teastore.webui/product?id=209,39,0,0
1556035931159,17,List Products with different page,200,,Thread-Gruppe 1-4,text,true,,97895,843,5,5,http://localhost:30080/tools.descartes.teastore.webui/category?category=3&page=2,16,0,0
1556035931173,33,List Products,200,,Thread-Gruppe 1-3,text,true,,100621,771,5,5,http://localhost:30080/tools.descartes.teastore.webui/category?category=2&page=1,32,0,0
1556035931166,45,Add Product to Cart,200,,Thread-Gruppe 1-1,text,true,,27006,1695,5,5,http://localhost:30080/tools.descartes.teastore.webui/cart,5,0,0
1556035931166,5,Add Product to Cart-0,302,,Thread-Gruppe 1-1,,true,,884,821,5,5,http://localhost:30080/tools.descartes.teastore.webui/cartAction,5,0,0
1556035931172,39,Add Product to Cart-1,200,,Thread-Gruppe 1-1,text,true,,26122,874,5,5,http://localhost:30080/tools.descartes.teastore.webui/cart,39,0,0
1556035931168,44,Look at Product,200,,Thread-Gruppe 1-5,text,true,,88411,758,5,5,http://localhost:30080/tools.descartes.teastore.webui/product?id=248,43,0,0
1556035931177,43,Add Product to Cart,200,,Thread-Gruppe 1-2,text,true,,28894,1737,6,6,http://localhost:30080/tools.descartes.teastore.webui/cart,21,0,0
1556035931177,21,Add Product to Cart-0,302,,Thread-Gruppe 1-2,,true,,884,863,6,6,http://localhost:30080/tools.descartes.teastore.webui/cartAction,21,0,0
1556035931199,21,Add Product to Cart-1,200,,Thread-Gruppe 1-2,text,true,,28010,874,6,6,http://localhost:30080/tools.descartes.teastore.webui/cart,21,0,0
1556035931177,50,Add Product 2 to Cart,200,,Thread-Gruppe 1-4,text,true,,30882,1925,6,6,http://localhost:30080/tools.descartes.teastore.webui/cart,23,0,0
1556035931177,23,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-4,,true,,1000,935,6,6,http://localhost:30080/tools.descartes.teastore.webui/cartAction,23,0,0
1556035931200,27,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-4,text,true,,29882,990,6,6,http://localhost:30080/tools.descartes.teastore.webui/cart,27,0,0
1556035931212,15,List Products with different page,200,,Thread-Gruppe 1-1,text,true,,107784,896,6,6,http://localhost:30080/tools.descartes.teastore.webui/category?category=6&page=2,13,0,0
1556035931221,21,Home,200,,Thread-Gruppe 1-6,text,true,,8822,147,6,6,http://localhost:30080/tools.descartes.teastore.webui/,21,0,4
1556035931228,18,Logout,200,,Thread-Gruppe 1-4,text,true,,10479,1823,6,6,http://localhost:30080/tools.descartes.teastore.webui/,9,0,0
1556035931228,9,Logout-0,302,,Thread-Gruppe 1-4,,true,,1344,1088,6,6,http://localhost:30080/tools.descartes.teastore.webui/loginAction,9,0,0
1556035931238,8,Logout-1,200,,Thread-Gruppe 1-4,text,true,,9135,735,6,6,http://localhost:30080/tools.descartes.teastore.webui/,7,0,0
1556035931246,11,Home,200,,Thread-Gruppe 1-4,text,true,,8822,147,6,6,http://localhost:30080/tools.descartes.teastore.webui/,11,0,1
1556035931208,51,Look at Product,200,,Thread-Gruppe 1-3,text,true,,87799,759,6,6,http://localhost:30080/tools.descartes.teastore.webui/product?id=248,51,0,0
1556035931221,39,List Products with different page,200,,Thread-Gruppe 1-2,text,true,,105621,896,6,6,http://localhost:30080/tools.descartes.teastore.webui/category?category=6&page=1,39,0,0
1556035931213,52,Add Product to Cart,200,,Thread-Gruppe 1-5,text,true,,25213,1737,6,6,http://localhost:30080/tools.descartes.teastore.webui/cart,5,0,0
1556035931213,5,Add Product to Cart-0,302,,Thread-Gruppe 1-5,,true,,884,863,6,6,http://localhost:30080/tools.descartes.teastore.webui/cartAction,5,0,0
1556035931219,46,Add Product to Cart-1,200,,Thread-Gruppe 1-5,text,true,,24329,874,6,6,http://localhost:30080/tools.descartes.teastore.webui/cart,46,0,0
1556035931243,32,Login,200,,Thread-Gruppe 1-6,text,true,,10105,1021,6,6,http://localhost:30080/tools.descartes.teastore.webui/,22,0,0
1556035931243,22,Login-0,302,,Thread-Gruppe 1-6,,true,,756,275,6,6,http://localhost:30080/tools.descartes.teastore.webui/loginAction,22,0,0
1556035931265,10,Login-1,200,,Thread-Gruppe 1-6,text,true,,9349,746,6,6,http://localhost:30080/tools.descartes.teastore.webui/,10,0,0
1556035931228,50,Add Product 2 to Cart,200,,Thread-Gruppe 1-1,text,true,,27707,1982,6,6,http://localhost:30080/tools.descartes.teastore.webui/cart,16,0,0
1556035931228,16,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-1,,true,,1003,989,6,6,http://localhost:30080/tools.descartes.teastore.webui/cartAction,16,0,0
1556035931245,33,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-1,text,true,,26704,993,6,6,http://localhost:30080/tools.descartes.teastore.webui/cart,33,0,0
1556035931266,15,List Products with different page,200,,Thread-Gruppe 1-5,text,true,,100643,896,6,6,http://localhost:30080/tools.descartes.teastore.webui/category?category=2&page=1,14,0,0
1556035931258,24,Login,200,,Thread-Gruppe 1-4,text,true,,10104,1020,6,6,http://localhost:30080/tools.descartes.teastore.webui/,17,0,0
1556035931258,17,Login-0,302,,Thread-Gruppe 1-4,,true,,755,275,6,6,http://localhost:30080/tools.descartes.teastore.webui/loginAction,17,0,0
1556035931276,6,Login-1,200,,Thread-Gruppe 1-4,text,true,,9349,745,6,6,http://localhost:30080/tools.descartes.teastore.webui/,6,0,0
1556035931260,34,Add Product to Cart,200,,Thread-Gruppe 1-3,text,true,,25266,1739,6,6,http://localhost:30080/tools.descartes.teastore.webui/cart,6,0,0
1556035931260,6,Add Product to Cart-0,302,,Thread-Gruppe 1-3,,true,,885,864,6,6,http://localhost:30080/tools.descartes.teastore.webui/cartAction,6,0,0
1556035931267,27,Add Product to Cart-1,200,,Thread-Gruppe 1-3,text,true,,24381,875,6,6,http://localhost:30080/tools.descartes.teastore.webui/cart,27,0,0
1556035931275,19,List Products,200,,Thread-Gruppe 1-6,text,true,,105599,772,6,6,http://localhost:30080/tools.descartes.teastore.webui/category?category=6&page=1,18,0,0
1556035931278,18,Logout,200,,Thread-Gruppe 1-1,text,true,,10479,1826,6,6,http://localhost:30080/tools.descartes.teastore.webui/,5,0,0
1556035931278,5,Logout-0,302,,Thread-Gruppe 1-1,,true,,1344,1091,6,6,http://localhost:30080/tools.descartes.teastore.webui/loginAction,5,0,0
1556035931283,13,Logout-1,200,,Thread-Gruppe 1-1,text,true,,9135,735,6,6,http://localhost:30080/tools.descartes.teastore.webui/,11,0,0
1556035931262,37,Add Product 2 to Cart,200,,Thread-Gruppe 1-2,text,true,,29586,1981,6,6,http://localhost:30080/tools.descartes.teastore.webui/cart,6,0,0
1556035931262,6,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-2,,true,,1002,989,6,6,http://localhost:30080/tools.descartes.teastore.webui/cartAction,6,0,0
1556035931268,31,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-2,text,true,,28584,992,6,6,http://localhost:30080/tools.descartes.teastore.webui/cart,30,0,0
1556035931283,26,List Products,200,,Thread-Gruppe 1-4,text,true,,97616,771,6,6,http://localhost:30080/tools.descartes.teastore.webui/category?category=3&page=1,24,0,0
1556035931297,15,Home,200,,Thread-Gruppe 1-1,text,true,,8822,147,6,6,http://localhost:30080/tools.descartes.teastore.webui/,15,0,0
1556035931282,34,Add Product 2 to Cart,200,,Thread-Gruppe 1-5,text,true,,25899,1981,7,7,http://localhost:30080/tools.descartes.teastore.webui/cart,6,0,0
1556035931282,6,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-5,,true,,1002,989,7,7,http://localhost:30080/tools.descartes.teastore.webui/cartAction,6,0,0
1556035931289,27,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-5,text,true,,24897,992,7,7,http://localhost:30080/tools.descartes.teastore.webui/cart,27,0,0
1556035931299,19,Logout,200,,Thread-Gruppe 1-2,text,true,,10479,1825,7,7,http://localhost:30080/tools.descartes.teastore.webui/,9,0,0
1556035931299,9,Logout-0,302,,Thread-Gruppe 1-2,,true,,1344,1090,7,7,http://localhost:30080/tools.descartes.teastore.webui/loginAction,9,0,0
1556035931309,9,Logout-1,200,,Thread-Gruppe 1-2,text,true,,9135,735,7,7,http://localhost:30080/tools.descartes.teastore.webui/,9,0,0
1556035931295,28,List Products with different page,200,,Thread-Gruppe 1-3,text,true,,94807,897,7,7,http://localhost:30080/tools.descartes.teastore.webui/category?category=2&page=2,27,0,0
1556035931319,9,Home,200,,Thread-Gruppe 1-2,text,true,,8822,147,7,7,http://localhost:30080/tools.descartes.teastore.webui/,9,0,2
1556035931321,12,Home,200,,Thread-Gruppe 1-7,text,true,,8822,147,7,7,http://localhost:30080/tools.descartes.teastore.webui/,12,0,2
1556035931317,13,Logout,200,,Thread-Gruppe 1-5,text,true,,10479,1825,7,7,http://localhost:30080/tools.descartes.teastore.webui/,5,0,0
1556035931317,5,Logout-0,302,,Thread-Gruppe 1-5,,true,,1344,1090,7,7,http://localhost:30080/tools.descartes.teastore.webui/loginAction,5,0,0
1556035931323,7,Logout-1,200,,Thread-Gruppe 1-5,text,true,,9135,735,7,7,http://localhost:30080/tools.descartes.teastore.webui/,7,0,0
1556035931312,25,Login,200,,Thread-Gruppe 1-1,text,true,,10105,1021,7,7,http://localhost:30080/tools.descartes.teastore.webui/,16,0,0
1556035931312,16,Login-0,302,,Thread-Gruppe 1-1,,true,,756,275,7,7,http://localhost:30080/tools.descartes.teastore.webui/loginAction,16,0,0
1556035931328,9,Login-1,200,,Thread-Gruppe 1-1,text,true,,9349,746,7,7,http://localhost:30080/tools.descartes.teastore.webui/,9,0,0
1556035931295,43,Look at Product,200,,Thread-Gruppe 1-6,text,true,,98009,760,7,7,http://localhost:30080/tools.descartes.teastore.webui/product?id=223,43,0,0
1556035931335,6,Home,200,,Thread-Gruppe 1-5,text,true,,8822,147,7,7,http://localhost:30080/tools.descartes.teastore.webui/,6,0,1
1556035931310,30,Look at Product,200,,Thread-Gruppe 1-4,text,true,,106035,758,7,7,http://localhost:30080/tools.descartes.teastore.webui/product?id=39,29,0,0
1556035931328,27,Login,200,,Thread-Gruppe 1-2,text,true,,10104,1020,7,7,http://localhost:30080/tools.descartes.teastore.webui/,18,0,0
1556035931328,18,Login-0,302,,Thread-Gruppe 1-2,,true,,755,275,7,7,http://localhost:30080/tools.descartes.teastore.webui/loginAction,18,0,0
1556035931347,8,Login-1,200,,Thread-Gruppe 1-2,text,true,,9349,745,7,7,http://localhost:30080/tools.descartes.teastore.webui/,8,0,0
1556035931334,24,Login,200,,Thread-Gruppe 1-7,text,true,,10104,1020,7,7,http://localhost:30080/tools.descartes.teastore.webui/,17,0,0
1556035931334,18,Login-0,302,,Thread-Gruppe 1-7,,true,,755,275,7,7,http://localhost:30080/tools.descartes.teastore.webui/loginAction,17,0,0
1556035931352,6,Login-1,200,,Thread-Gruppe 1-7,text,true,,9349,745,7,7,http://localhost:30080/tools.descartes.teastore.webui/,6,0,0
1556035931324,37,Add Product 2 to Cart,200,,Thread-Gruppe 1-3,text,true,,25963,1984,7,7,http://localhost:30080/tools.descartes.teastore.webui/cart,9,0,0
1556035931324,9,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-3,,true,,1004,990,7,7,http://localhost:30080/tools.descartes.teastore.webui/cartAction,9,0,0
1556035931334,27,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-3,text,true,,24959,994,7,7,http://localhost:30080/tools.descartes.teastore.webui/cart,27,0,0
1556035931339,26,List Products,200,,Thread-Gruppe 1-1,text,true,,142387,772,7,7,http://localhost:30080/tools.descartes.teastore.webui/category?category=4&page=1,25,0,0
1556035931341,29,Login,200,,Thread-Gruppe 1-5,text,true,,10105,1021,7,7,http://localhost:30080/tools.descartes.teastore.webui/,21,0,0
1556035931341,21,Login-0,302,,Thread-Gruppe 1-5,,true,,756,275,7,7,http://localhost:30080/tools.descartes.teastore.webui/loginAction,21,0,0
1556035931362,8,Login-1,200,,Thread-Gruppe 1-5,text,true,,9349,746,7,7,http://localhost:30080/tools.descartes.teastore.webui/,8,0,0
1556035931342,30,Add Product to Cart,200,,Thread-Gruppe 1-4,text,true,,30201,1736,7,7,http://localhost:30080/tools.descartes.teastore.webui/cart,4,0,0
1556035931342,4,Add Product to Cart-0,302,,Thread-Gruppe 1-4,,true,,883,863,7,7,http://localhost:30080/tools.descartes.teastore.webui/cartAction,4,0,0
1556035931347,25,Add Product to Cart-1,200,,Thread-Gruppe 1-4,text,true,,29318,873,7,7,http://localhost:30080/tools.descartes.teastore.webui/cart,25,0,0
1556035931362,12,Logout,200,,Thread-Gruppe 1-3,text,true,,10479,1827,7,7,http://localhost:30080/tools.descartes.teastore.webui/,4,0,0
1556035931362,4,Logout-0,302,,Thread-Gruppe 1-3,,true,,1344,1092,7,7,http://localhost:30080/tools.descartes.teastore.webui/loginAction,4,0,0
1556035931366,8,Logout-1,200,,Thread-Gruppe 1-3,text,true,,9135,735,7,7,http://localhost:30080/tools.descartes.teastore.webui/,8,0,0
1556035931359,20,List Products,200,,Thread-Gruppe 1-7,text,true,,118757,771,7,7,http://localhost:30080/tools.descartes.teastore.webui/category?category=5&page=1,19,0,0
1556035931356,28,List Products,200,,Thread-Gruppe 1-2,text,true,,105599,771,7,7,http://localhost:30080/tools.descartes.teastore.webui/category?category=6&page=1,27,0,0
1556035931375,24,Home,200,,Thread-Gruppe 1-3,text,true,,8822,147,7,7,http://localhost:30080/tools.descartes.teastore.webui/,24,0,1
1556035931371,35,List Products,200,,Thread-Gruppe 1-5,text,true,,118757,772,7,7,http://localhost:30080/tools.descartes.teastore.webui/category?category=5&page=1,34,0,0
1556035931339,68,Add Product to Cart,200,,Thread-Gruppe 1-6,text,true,,26012,1741,7,7,http://localhost:30080/tools.descartes.teastore.webui/cart,15,0,0
1556035931339,15,Add Product to Cart-0,302,,Thread-Gruppe 1-6,,true,,886,865,7,7,http://localhost:30080/tools.descartes.teastore.webui/cartAction,15,0,0
1556035931355,52,Add Product to Cart-1,200,,Thread-Gruppe 1-6,text,true,,25126,876,7,7,http://localhost:30080/tools.descartes.teastore.webui/cart,52,0,0
1556035931373,35,List Products with different page,200,,Thread-Gruppe 1-4,text,true,,98226,895,7,7,http://localhost:30080/tools.descartes.teastore.webui/category?category=3&page=2,32,0,0
1556035931380,36,Look at Product,200,,Thread-Gruppe 1-7,text,true,,113623,759,8,8,http://localhost:30080/tools.descartes.teastore.webui/product?id=411,35,0,0
1556035931367,61,Look at Product,200,,Thread-Gruppe 1-1,text,true,,135133,759,8,8,http://localhost:30080/tools.descartes.teastore.webui/product?id=15,60,0,0
1556035931399,29,Login,200,,Thread-Gruppe 1-3,text,true,,10104,1020,8,8,http://localhost:30080/tools.descartes.teastore.webui/,21,0,0
1556035931399,21,Login-0,302,,Thread-Gruppe 1-3,,true,,755,275,8,8,http://localhost:30080/tools.descartes.teastore.webui/loginAction,21,0,0
1556035931420,8,Login-1,200,,Thread-Gruppe 1-3,text,true,,9349,745,8,8,http://localhost:30080/tools.descartes.teastore.webui/,8,0,0
1556035931414,15,Home,200,,Thread-Gruppe 1-8,text,true,,8822,147,8,8,http://localhost:30080/tools.descartes.teastore.webui/,15,0,1
1556035931386,44,Look at Product,200,,Thread-Gruppe 1-2,text,true,,106057,759,8,8,http://localhost:30080/tools.descartes.teastore.webui/product?id=237,43,0,0
1556035931408,28,List Products with different page,200,,Thread-Gruppe 1-6,text,true,,105918,898,8,8,http://localhost:30080/tools.descartes.teastore.webui/category?category=6&page=4,27,0,0
